STDR_YYQU_CD,ADSTRD_CD,ADSTRD_CD_NM,TRDAR_CHNGE_IX,TRDAR_CHNGE_IX_NM,OPR_SALE_MT_AVRG,CLS_SALE_MT_AVRG,SU_OPR_SALE_MT_AVRG,SU_CLS_SALE_MT_AVRG
20231,11230660,장안2동,LL,다이나믹,104,48,104,52
20233,11230705,청량리동,HH,정체,151,57,107,52
20232,11230705,청량리동,HH,정체,163,57,106,52
20231,11230705,청량리동,HH,정체,161,57,104,52
20233,11305615,수유1동,HL,상권축소,113,50,107,52
20232,11305615,수유1동,HL,상권축소,110,50,106,52
20231,11305615,수유1동,HL,상권축소,108,50,104,52
20233,11305625,수유2동,LL,다이나믹,96,51,107,52
20232,11305625,수유2동,LL,다이나믹,94,51,106,52
20231,11305625,수유2동,LL,다이나믹,94,51,104,52
20233,11305635,수유3동,LL,다이나믹,102,47,107,52
20232,11305635,수유3동,LL,다이나믹,101,47,106,52
20231,11305635,수유3동,LL,다이나믹,99,46,104,52
20233,11305645,우이동,LL,다이나믹,102,52,107,52
20232,11305645,우이동,LH,상권확장,100,52,106,52
20231,11305645,우이동,LH,상권확장,98,52,104,52
20233,11305660,인수동,LL,다이나믹,99,47,107,52
20232,11305660,인수동,LL,다이나믹,98,47,106,52
20231,11305660,인수동,LL,다이나믹,95,46,104,52
20233,11320511,창1동,LL,다이나믹,100,50,107,52
20232,11320511,창1동,LL,다이나믹,98,50,106,52
20231,11320511,창1동,LL,다이나믹,97,49,104,52
20233,11170510,후암동,LH,상권확장,102,55,107,52
20232,11170510,후암동,LH,상권확장,101,55,106,52
20231,11170510,후암동,LH,상권확장,100,55,104,52
20233,11170520,용산2가동,LL,다이나믹,83,46,107,52
20232,11170520,용산2가동,LL,다이나믹,83,46,106,52
20231,11170520,용산2가동,LL,다이나믹,82,46,104,52
20233,11170530,남영동,HH,정체,113,57,107,52
20232,11170530,남영동,HH,정체,111,57,106,52
20231,11170530,남영동,HH,정체,109,57,104,52
20233,11170555,청파동,HH,정체,110,53,107,52
20232,11170555,청파동,HH,정체,109,53,106,52
20231,11170555,청파동,HH,정체,109,53,104,52
20233,11170560,원효로1동,HH,정체,126,57,107,52
20232,11170560,원효로1동,HH,정체,124,57,106,52
20231,11170560,원효로1동,HH,정체,122,57,104,52
20233,11170570,원효로2동,HH,정체,136,54,107,52
20232,11170570,원효로2동,HH,정체,134,54,106,52
20231,11170570,원효로2동,HH,정체,132,54,104,52
20233,11170580,효창동,LH,상권확장,105,59,107,52
20232,11170580,효창동,LH,상권확장,103,59,106,52
20231,11170580,효창동,LH,상권확장,102,59,104,52
20233,11170590,용문동,HH,정체,115,53,107,52
20232,11170590,용문동,HH,정체,113,52,106,52
20231,11170590,용문동,HH,정체,112,52,104,52
20233,11170625,한강로동,HH,정체,127,58,107,52
20232,11170625,한강로동,HH,정체,125,58,106,52
20231,11170625,한강로동,HH,정체,124,57,104,52
20233,11170630,이촌1동,HH,정체,135,62,107,52
20232,11170630,이촌1동,HH,정체,134,62,106,52
20231,11170630,이촌1동,HH,정체,131,61,104,52
20233,11170640,이촌2동,HH,정체,116,65,107,52
20232,11170640,이촌2동,HH,정체,113,65,106,52
20231,11170640,이촌2동,HH,정체,111,65,104,52
20233,11170650,이태원1동,HH,정체,126,62,107,52
20232,11170650,이태원1동,HH,정체,125,61,106,52
20231,11170650,이태원1동,HH,정체,123,61,104,52
20233,11170660,이태원2동,LL,다이나믹,82,47,107,52
20232,11170660,이태원2동,LL,다이나믹,81,47,106,52
20231,11170660,이태원2동,LL,다이나믹,80,46,104,52
20233,11170685,한남동,LL,다이나믹,97,52,107,52
20232,11170685,한남동,LL,다이나믹,95,52,106,52
20231,11170685,한남동,LL,다이나믹,94,51,104,52
20233,11170690,서빙고동,HH,정체,109,61,107,52
20232,11170690,서빙고동,HH,정체,107,61,106,52
20231,11170690,서빙고동,LH,상권확장,104,61,104,52
20233,11170700,보광동,HL,상권축소,113,51,107,52
20232,11170700,보광동,HL,상권축소,110,51,106,52
20231,11170700,보광동,HL,상권축소,107,51,104,52
20233,11200520,왕십리2동,LL,다이나믹,94,50,107,52
20232,11200520,왕십리2동,LL,다이나믹,92,51,106,52
20231,11200520,왕십리2동,LL,다이나믹,91,51,104,52
20233,11200535,왕십리도선동,LL,다이나믹,88,50,107,52
20232,11200535,왕십리도선동,LL,다이나믹,87,50,106,52
20231,11200535,왕십리도선동,LL,다이나믹,85,50,104,52
20233,11200540,마장동,HH,정체,130,64,107,52
20232,11200540,마장동,HH,정체,128,64,106,52
20231,11200540,마장동,HH,정체,126,63,104,52
20233,11200550,사근동,LH,상권확장,99,52,107,52
20232,11200550,사근동,LH,상권확장,97,52,106,52
20231,11200550,사근동,LH,상권확장,95,52,104,52
20233,11200560,행당1동,LH,상권확장,105,53,107,52
20232,11200560,행당1동,LH,상권확장,103,53,106,52
20231,11200560,행당1동,LH,상권확장,103,53,104,52
20233,11200570,행당2동,LL,다이나믹,91,50,107,52
20232,11200570,행당2동,LL,다이나믹,89,50,106,52
20231,11200570,행당2동,LL,다이나믹,87,50,104,52
20233,11200580,응봉동,LL,다이나믹,104,49,107,52
20232,11200580,응봉동,LL,다이나믹,101,50,106,52
20231,11200580,응봉동,LL,다이나믹,98,49,104,52
20233,11200590,금호1가동,LH,상권확장,92,55,107,52
20232,11200590,금호1가동,LH,상권확장,91,54,106,52
20231,11200590,금호1가동,LH,상권확장,89,54,104,52
20233,11200615,금호2?3가동,HH,정체,110,55,107,52
20232,11200615,금호2?3가동,HH,정체,109,55,106,52
20231,11200615,금호2?3가동,HH,정체,107,55,104,52
20233,11200620,금호4가동,LH,상권확장,102,55,107,52
20232,11200620,금호4가동,LH,상권확장,101,55,106,52
20231,11200620,금호4가동,LH,상권확장,100,55,104,52
20233,11200645,옥수동,LL,다이나믹,90,49,107,52
20232,11200645,옥수동,LL,다이나믹,88,49,106,52
20231,11200645,옥수동,LL,다이나믹,85,49,104,52
20233,11200650,성수1가1동,LH,상권확장,91,54,107,52
20232,11200650,성수1가1동,LH,상권확장,91,54,106,52
20231,11200650,성수1가1동,LH,상권확장,90,54,104,52
20233,11200660,성수1가2동,LL,다이나믹,79,51,107,52
20232,11200660,성수1가2동,LL,다이나믹,78,51,106,52
20231,11200660,성수1가2동,LL,다이나믹,78,51,104,52
20233,11200670,성수2가1동,LL,다이나믹,97,50,107,52
20232,11200670,성수2가1동,LL,다이나믹,97,50,106,52
20231,11200670,성수2가1동,LL,다이나믹,94,50,104,52
20233,11200690,성수2가3동,LH,상권확장,90,53,107,52
20232,11200690,성수2가3동,LH,상권확장,89,53,106,52
20231,11200690,성수2가3동,LH,상권확장,88,53,104,52
20233,11200720,송정동,LL,다이나믹,105,51,107,52
20232,11200720,송정동,LL,다이나믹,106,51,106,52
20231,11200720,송정동,LL,다이나믹,103,51,104,52
20233,11200790,용답동,HH,정체,136,58,107,52
20232,11200790,용답동,HH,정체,134,58,106,52
20231,11200790,용답동,HH,정체,133,57,104,52
20233,11215710,화양동,LL,다이나믹,91,50,107,52
20232,11215710,화양동,LL,다이나믹,90,49,106,52
20231,11215710,화양동,LL,다이나믹,90,49,104,52
20233,11215730,군자동,LL,다이나믹,97,49,107,52
20232,11215730,군자동,LL,다이나믹,95,49,106,52
20231,11215730,군자동,LL,다이나믹,93,49,104,52
20233,11215740,중곡1동,LL,다이나믹,104,51,107,52
20232,11215740,중곡1동,LL,다이나믹,102,51,106,52
20231,11215740,중곡1동,LL,다이나믹,102,50,104,52
20233,11215750,중곡2동,HL,상권축소,108,48,107,52
20232,11215750,중곡2동,LL,다이나믹,106,48,106,52
20231,11215750,중곡2동,LL,다이나믹,103,48,104,52
20233,11215760,중곡3동,LL,다이나믹,101,49,107,52
20232,11215760,중곡3동,LL,다이나믹,98,48,106,52
20231,11215760,중곡3동,LL,다이나믹,97,48,104,52
20233,11215770,중곡4동,HL,상권축소,110,52,107,52
20232,11215770,중곡4동,HL,상권축소,109,52,106,52
20231,11215770,중곡4동,HL,상권축소,108,51,104,52
20233,11215780,능동,LH,상권확장,97,53,107,52
20232,11215780,능동,LH,상권확장,96,53,106,52
20231,11215780,능동,LH,상권확장,95,52,104,52
20233,11215810,광장동,LH,상권확장,97,53,107,52
20232,11215810,광장동,LH,상권확장,96,52,106,52
20231,11215810,광장동,LH,상권확장,93,52,104,52
20233,11215820,자양1동,LL,다이나믹,103,50,107,52
20232,11215820,자양1동,LL,다이나믹,102,50,106,52
20231,11215820,자양1동,LL,다이나믹,100,50,104,52
20233,11215830,자양2동,LL,다이나믹,106,50,107,52
20232,11215830,자양2동,LL,다이나믹,104,50,106,52
20231,11215830,자양2동,LL,다이나믹,103,50,104,52
20233,11230710,회기동,LL,다이나믹,96,48,107,52
20232,11230710,회기동,LL,다이나믹,95,48,106,52
20231,11230710,회기동,LL,다이나믹,95,48,104,52
20233,11230720,휘경1동,LH,상권확장,106,53,107,52
20232,11230720,휘경1동,LH,상권확장,105,53,106,52
20231,11230720,휘경1동,LH,상권확장,104,53,104,52
20233,11230730,휘경2동,LL,다이나믹,88,50,107,52
20232,11230730,휘경2동,LL,다이나믹,86,49,106,52
20231,11230730,휘경2동,LL,다이나믹,85,49,104,52
20233,11230740,이문1동,HH,정체,114,55,107,52
20232,11230740,이문1동,HH,정체,112,55,106,52
20231,11230740,이문1동,HH,정체,109,55,104,52
20233,11230750,이문2동,LL,다이나믹,105,51,107,52
20232,11230750,이문2동,LL,다이나믹,104,50,106,52
20231,11230750,이문2동,LL,다이나믹,102,51,104,52
20233,11260520,면목2동,LL,다이나믹,107,48,107,52
20232,11260520,면목2동,HL,상권축소,106,48,106,52
20231,11260520,면목2동,HL,상권축소,105,48,104,52
20233,11260540,면목4동,LL,다이나믹,98,48,107,52
20232,11260540,면목4동,LL,다이나믹,97,47,106,52
20231,11260540,면목4동,LL,다이나믹,95,47,104,52
20233,11260550,면목5동,LL,다이나믹,95,48,107,52
20232,11260550,면목5동,LL,다이나믹,93,47,106,52
20231,11260550,면목5동,LL,다이나믹,90,47,104,52
20233,11260565,면목본동,LL,다이나믹,104,47,107,52
20232,11260565,면목본동,LL,다이나믹,103,47,106,52
20231,11260565,면목본동,LL,다이나믹,102,47,104,52
20233,11260570,면목7동,HL,상권축소,111,49,107,52
20232,11260570,면목7동,HL,상권축소,109,49,106,52
20231,11260570,면목7동,HL,상권축소,108,48,104,52
20233,11260575,면목3?8동,LL,다이나믹,100,49,107,52
20232,11260575,면목3?8동,LL,다이나믹,98,48,106,52
20231,11260575,면목3?8동,LL,다이나믹,98,48,104,52
20233,11260580,상봉1동,LL,다이나믹,95,48,107,52
20232,11260580,상봉1동,LL,다이나믹,93,47,106,52
20231,11260580,상봉1동,LL,다이나믹,91,47,104,52
20233,11260590,상봉2동,LL,다이나믹,97,51,107,52
20232,11260590,상봉2동,LL,다이나믹,97,51,106,52
20231,11260590,상봉2동,LL,다이나믹,96,50,104,52
20233,11260600,중화1동,HL,상권축소,108,50,107,52
20232,11260600,중화1동,LL,다이나믹,105,50,106,52
20231,11260600,중화1동,LL,다이나믹,103,50,104,52
20233,11260610,중화2동,HL,상권축소,108,49,107,52
20232,11260610,중화2동,HL,상권축소,106,49,106,52
20231,11260610,중화2동,LL,다이나믹,104,49,104,52
20233,11260620,묵1동,LL,다이나믹,98,50,107,52
20232,11260620,묵1동,LL,다이나믹,96,49,106,52
20231,11260620,묵1동,LL,다이나믹,95,49,104,52
20233,11260630,묵2동,LL,다이나믹,101,50,107,52
20232,11260630,묵2동,LL,다이나믹,100,50,106,52
20231,11260630,묵2동,LL,다이나믹,99,50,104,52
20233,11260655,망우본동,LL,다이나믹,105,49,107,52
20232,11260655,망우본동,LL,다이나믹,103,49,106,52
20231,11260655,망우본동,LL,다이나믹,103,49,104,52
20233,11260660,망우3동,LL,다이나믹,104,46,107,52
20232,11260660,망우3동,LL,다이나믹,102,46,106,52
20231,11260660,망우3동,LL,다이나믹,100,46,104,52
20233,11260680,신내1동,LL,다이나믹,95,49,107,52
20232,11260680,신내1동,LL,다이나믹,92,49,106,52
20231,11260680,신내1동,LL,다이나믹,91,49,104,52
20233,11260690,신내2동,LL,다이나믹,104,51,107,52
20232,11260690,신내2동,LL,다이나믹,103,51,106,52
20231,11260690,신내2동,LL,다이나믹,101,50,104,52
20233,11290525,성북동,HH,정체,110,56,107,52
20232,11290525,성북동,HH,정체,108,56,106,52
20231,11290525,성북동,HH,정체,107,56,104,52
20233,11290555,삼선동,LL,다이나믹,107,52,107,52
20232,11290555,삼선동,HH,정체,107,52,106,52
20231,11290555,삼선동,HL,상권축소,106,51,104,52
20233,11320681,쌍문4동,LL,다이나믹,94,50,107,52
20232,11320681,쌍문4동,LL,다이나믹,91,51,106,52
20231,11320681,쌍문4동,LL,다이나믹,89,50,104,52
20233,11320690,방학1동,LL,다이나믹,99,48,107,52
20232,11320690,방학1동,LL,다이나믹,97,48,106,52
20231,11320690,방학1동,LL,다이나믹,96,48,104,52
20233,11320700,방학2동,LL,다이나믹,100,49,107,52
20232,11320700,방학2동,LL,다이나믹,99,48,106,52
20231,11320700,방학2동,LL,다이나믹,99,48,104,52
20233,11320710,방학3동,LH,상권확장,98,52,107,52
20232,11320710,방학3동,LH,상권확장,95,52,106,52
20231,11320710,방학3동,LH,상권확장,93,52,104,52
20233,11350560,월계1동,LL,다이나믹,105,52,107,52
20232,11350560,월계1동,LL,다이나믹,103,51,106,52
20231,11350560,월계1동,LL,다이나믹,102,51,104,52
20233,11350570,월계2동,LL,다이나믹,94,51,107,52
20232,11350570,월계2동,LL,다이나믹,92,51,106,52
20231,11350570,월계2동,LL,다이나믹,90,51,104,52
20233,11350580,월계3동,LH,상권확장,94,54,107,52
20232,11350580,월계3동,LH,상권확장,93,53,106,52
20231,11350580,월계3동,LH,상권확장,90,54,104,52
20233,11350595,공릉1동,LH,상권확장,102,52,107,52
20232,11350595,공릉1동,LH,상권확장,100,52,106,52
20231,11350595,공릉1동,LL,다이나믹,99,51,104,52
20233,11350600,공릉2동,LL,다이나믹,91,50,107,52
20232,11350600,공릉2동,LL,다이나믹,89,50,106,52
20231,11350600,공릉2동,LL,다이나믹,88,49,104,52
20233,11350611,하계1동,LL,다이나믹,102,52,107,52
20232,11350611,하계1동,LL,다이나믹,101,51,106,52
20231,11350611,하계1동,LL,다이나믹,99,51,104,52
20233,11350612,하계2동,LH,상권확장,95,53,107,52
20232,11350612,하계2동,LH,상권확장,93,53,106,52
20231,11350612,하계2동,LH,상권확장,92,52,104,52
20233,11350619,중계본동,LL,다이나믹,97,48,107,52
20232,11350619,중계본동,LL,다이나믹,95,48,106,52
20231,11350619,중계본동,LL,다이나믹,94,47,104,52
20233,11350621,중계1동,LL,다이나믹,99,50,107,52
20232,11350621,중계1동,LL,다이나믹,97,50,106,52
20231,11350621,중계1동,LL,다이나믹,96,49,104,52
20233,11350624,중계4동,LL,다이나믹,97,48,107,52
20232,11350624,중계4동,LL,다이나믹,98,47,106,52
20231,11350624,중계4동,LL,다이나믹,96,47,104,52
20233,11350665,상계3?4동,HL,상권축소,110,51,107,52
20232,11350665,상계3?4동,HL,상권축소,107,51,106,52
20231,11350665,상계3?4동,HL,상권축소,105,51,104,52
20233,11350670,상계5동,LL,다이나믹,100,48,107,52
20232,11350670,상계5동,LL,다이나믹,98,48,106,52
20231,11350670,상계5동,LL,다이나믹,97,48,104,52
20233,11350695,상계6?7동,LL,다이나믹,103,49,107,52
20232,11350695,상계6?7동,LL,다이나믹,101,49,106,52
20231,11350695,상계6?7동,LL,다이나믹,100,48,104,52
20233,11350700,상계8동,LL,다이나믹,96,51,107,52
20232,11350700,상계8동,LL,다이나믹,95,51,106,52
20231,11350700,상계8동,LL,다이나믹,94,51,104,52
20233,11350710,상계9동,LH,상권확장,106,52,107,52
20232,11350710,상계9동,LH,상권확장,104,52,106,52
20231,11350710,상계9동,LH,상권확장,101,52,104,52
20233,11350720,상계10동,LL,다이나믹,88,46,107,52
20232,11350720,상계10동,LL,다이나믹,87,46,106,52
20231,11350720,상계10동,LL,다이나믹,84,46,104,52
20233,11380510,녹번동,LL,다이나믹,92,51,107,52
20232,11380510,녹번동,LL,다이나믹,90,51,106,52
20231,11380510,녹번동,LL,다이나믹,89,51,104,52
20233,11380520,불광1동,LH,상권확장,105,54,107,52
20232,11380520,불광1동,LH,상권확장,104,54,106,52
20231,11380520,불광1동,LH,상권확장,102,54,104,52
20233,11380530,불광2동,HL,상권축소,111,51,107,52
20232,11380530,불광2동,HL,상권축소,109,51,106,52
20231,11380530,불광2동,HL,상권축소,106,51,104,52
20233,11380551,갈현1동,LL,다이나믹,100,50,107,52
20232,11380551,갈현1동,LL,다이나믹,98,50,106,52
20231,11380551,갈현1동,LL,다이나믹,96,50,104,52
20233,11380552,갈현2동,LL,다이나믹,96,50,107,52
20232,11380552,갈현2동,LL,다이나믹,94,49,106,52
20231,11380552,갈현2동,LL,다이나믹,93,49,104,52
20233,11380560,구산동,LL,다이나믹,97,51,107,52
20232,11380560,구산동,LL,다이나믹,96,50,106,52
20231,11380560,구산동,LL,다이나믹,94,50,104,52
20233,11380570,대조동,LL,다이나믹,106,52,107,52
20232,11380570,대조동,LL,다이나믹,104,51,106,52
20231,11380570,대조동,LL,다이나믹,103,51,104,52
20233,11380580,응암1동,LL,다이나믹,105,52,107,52
20232,11380580,응암1동,LL,다이나믹,104,52,106,52
20231,11380580,응암1동,LL,다이나믹,103,51,104,52
20233,11380590,응암2동,LL,다이나믹,83,47,107,52
20232,11380590,응암2동,LL,다이나믹,83,47,106,52
20231,11380590,응암2동,LL,다이나믹,81,47,104,52
20233,11380600,응암3동,HL,상권축소,113,51,107,52
20232,11380600,응암3동,HL,상권축소,111,51,106,52
20231,11380600,응암3동,HL,상권축소,110,51,104,52
20233,11380625,역촌동,LL,다이나믹,97,49,107,52
20232,11380625,역촌동,LL,다이나믹,95,49,106,52
20231,11380625,역촌동,LL,다이나믹,94,48,104,52
20233,11380631,신사1동,LL,다이나믹,104,49,107,52
20232,11380631,신사1동,LL,다이나믹,102,49,106,52
20231,11380631,신사1동,LL,다이나믹,100,49,104,52
20233,11380632,신사2동,LL,다이나믹,98,51,107,52
20232,11380632,신사2동,LL,다이나믹,95,50,106,52
20231,11380632,신사2동,LL,다이나믹,94,50,104,52
20233,11380640,증산동,HH,정체,117,54,107,52
20232,11380640,증산동,HH,정체,115,54,106,52
20231,11380640,증산동,HH,정체,114,53,104,52
20233,11380650,수색동,HH,정체,131,61,107,52
20232,11380650,수색동,HH,정체,132,61,106,52
20231,11380650,수색동,HH,정체,130,61,104,52
20233,11380690,진관동,LL,다이나믹,73,46,107,52
20232,11380690,진관동,LL,다이나믹,72,45,106,52
20231,11380690,진관동,LL,다이나믹,70,45,104,52
20233,11410520,천연동,HH,정체,116,56,107,52
20232,11410520,천연동,HH,정체,113,56,106,52
20231,11410520,천연동,HH,정체,112,56,104,52
20233,11410555,북아현동,HH,정체,124,57,107,52
20232,11410555,북아현동,HH,정체,122,57,106,52
20231,11410555,북아현동,HH,정체,120,57,104,52
20233,11410565,충현동,HH,정체,123,57,107,52
20232,11410565,충현동,HH,정체,122,56,106,52
20231,11410565,충현동,HH,정체,120,56,104,52
20233,11410585,신촌동,LL,다이나믹,106,51,107,52
20232,11410585,신촌동,LL,다이나믹,106,50,106,52
20231,11410585,신촌동,HL,상권축소,105,50,104,52
20233,11410615,연희동,LH,상권확장,101,53,107,52
20232,11410615,연희동,LH,상권확장,100,53,106,52
20231,11410615,연희동,LH,상권확장,99,53,104,52
20233,11410620,홍제1동,HH,정체,114,55,107,52
20232,11410620,홍제1동,HH,정체,113,54,106,52
20231,11410620,홍제1동,HH,정체,113,54,104,52
20233,11410640,홍제3동,HH,정체,111,59,107,52
20232,11410640,홍제3동,HH,정체,109,59,106,52
20231,11410640,홍제3동,HH,정체,108,59,104,52
20233,11410655,홍제2동,HH,정체,108,58,107,52
20232,11410655,홍제2동,HH,정체,108,57,106,52
20231,11410655,홍제2동,HH,정체,106,57,104,52
20233,11410660,홍은1동,HH,정체,109,55,107,52
20232,11410660,홍은1동,HH,정체,106,55,106,52
20231,11410660,홍은1동,HH,정체,105,55,104,52
20233,11410685,홍은2동,LH,상권확장,102,55,107,52
20232,11410685,홍은2동,LH,상권확장,100,54,106,52
20231,11410685,홍은2동,LH,상권확장,100,53,104,52
20233,11410690,남가좌1동,HH,정체,113,61,107,52
20232,11410690,남가좌1동,HH,정체,112,61,106,52
20231,11410690,남가좌1동,HH,정체,112,61,104,52
20233,11410700,남가좌2동,LL,다이나믹,99,50,107,52
20232,11410700,남가좌2동,LL,다이나믹,97,50,106,52
20231,11410700,남가좌2동,LL,다이나믹,95,49,104,52
20233,11410710,북가좌1동,LL,다이나믹,95,46,107,52
20232,11410710,북가좌1동,LL,다이나믹,95,46,106,52
20231,11410710,북가좌1동,LL,다이나믹,92,45,104,52
20233,11410720,북가좌2동,LL,다이나믹,101,49,107,52
20232,11410720,북가좌2동,LL,다이나믹,100,49,106,52
20231,11410720,북가좌2동,LL,다이나믹,99,48,104,52
20233,11440555,아현동,LH,상권확장,105,55,107,52
20232,11440555,아현동,LH,상권확장,104,54,106,52
20231,11440555,아현동,LH,상권확장,103,54,104,52
20233,11440565,공덕동,HH,정체,118,54,107,52
20232,11440565,공덕동,HH,정체,116,54,106,52
20231,11440565,공덕동,HH,정체,115,54,104,52
20233,11440585,도화동,HH,정체,110,53,107,52
20232,11440585,도화동,HH,정체,108,52,106,52
20231,11440585,도화동,HH,정체,106,52,104,52
20233,11350625,중계2?3동,LH,상권확장,100,53,107,52
20232,11350625,중계2?3동,LH,상권확장,98,52,106,52
20231,11350625,중계2?3동,LH,상권확장,97,52,104,52
20233,11350630,상계1동,LL,다이나믹,99,48,107,52
20232,11350630,상계1동,LL,다이나믹,98,48,106,52
20231,11350630,상계1동,LL,다이나믹,95,48,104,52
20233,11350640,상계2동,LL,다이나믹,99,47,107,52
20232,11350640,상계2동,LL,다이나믹,97,47,106,52
20231,11350640,상계2동,LL,다이나믹,96,47,104,52
20233,11440700,망원2동,LL,다이나믹,97,47,107,52
20232,11440700,망원2동,LL,다이나믹,97,47,106,52
20231,11440700,망원2동,LL,다이나믹,95,47,104,52
20233,11440710,연남동,LL,다이나믹,64,42,107,52
20232,11440710,연남동,LL,다이나믹,63,42,106,52
20231,11440710,연남동,LL,다이나믹,63,42,104,52
20233,11440720,성산1동,LL,다이나믹,100,50,107,52
20232,11440720,성산1동,LL,다이나믹,99,50,106,52
20231,11440720,성산1동,LL,다이나믹,98,49,104,52
20233,11440730,성산2동,LH,상권확장,101,56,107,52
20232,11440730,성산2동,LH,상권확장,100,56,106,52
20231,11440730,성산2동,LH,상권확장,97,56,104,52
20233,11440740,상암동,LL,다이나믹,77,43,107,52
20232,11440740,상암동,LL,다이나믹,76,42,106,52
20231,11440740,상암동,LL,다이나믹,75,42,104,52
20233,11470510,목1동,LL,다이나믹,97,50,107,52
20232,11470510,목1동,LL,다이나믹,95,50,106,52
20231,11470510,목1동,LL,다이나믹,94,49,104,52
20233,11470520,목2동,LL,다이나믹,101,50,107,52
20232,11470520,목2동,LL,다이나믹,100,50,106,52
20231,11470520,목2동,LL,다이나믹,98,50,104,52
20233,11470530,목3동,LL,다이나믹,106,51,107,52
20232,11470530,목3동,LL,다이나믹,105,51,106,52
20231,11470530,목3동,LL,다이나믹,104,51,104,52
20233,11320512,창2동,LL,다이나믹,106,48,107,52
20232,11320512,창2동,LL,다이나믹,103,48,106,52
20231,11320512,창2동,LL,다이나믹,101,48,104,52
20233,11320513,창3동,LH,상권확장,106,52,107,52
20232,11320513,창3동,LH,상권확장,104,52,106,52
20231,11320513,창3동,LH,상권확장,103,52,104,52
20233,11320514,창4동,LL,다이나믹,106,50,107,52
20232,11320514,창4동,HL,상권축소,106,50,106,52
20231,11320514,창4동,LL,다이나믹,103,50,104,52
20233,11320515,창5동,LL,다이나믹,102,50,107,52
20232,11320515,창5동,LL,다이나믹,101,49,106,52
20231,11320515,창5동,LL,다이나믹,99,49,104,52
20233,11320521,도봉1동,HL,상권축소,113,51,107,52
20232,11320521,도봉1동,HL,상권축소,112,51,106,52
20231,11320521,도봉1동,HL,상권축소,111,50,104,52
20233,11320522,도봉2동,LL,다이나믹,104,48,107,52
20232,11320522,도봉2동,LL,다이나믹,102,48,106,52
20231,11320522,도봉2동,LL,다이나믹,101,48,104,52
20233,11320660,쌍문1동,LL,다이나믹,102,49,107,52
20232,11320660,쌍문1동,LL,다이나믹,100,49,106,52
20231,11320660,쌍문1동,LL,다이나믹,97,48,104,52
20233,11320670,쌍문2동,LL,다이나믹,103,50,107,52
20232,11320670,쌍문2동,LL,다이나믹,102,50,106,52
20231,11320670,쌍문2동,LL,다이나믹,101,49,104,52
20233,11320680,쌍문3동,LL,다이나믹,104,50,107,52
20232,11320680,쌍문3동,LL,다이나믹,102,49,106,52
20231,11320680,쌍문3동,LL,다이나믹,101,49,104,52
20233,11500550,화곡2동,LL,다이나믹,101,49,107,52
20232,11500550,화곡2동,LL,다이나믹,99,48,106,52
20231,11500550,화곡2동,LL,다이나믹,98,48,104,52
20233,11500604,가양2동,LH,상권확장,106,52,107,52
20232,11500604,가양2동,LH,상권확장,104,52,106,52
20231,11500604,가양2동,LH,상권확장,101,52,104,52
20233,11470540,목4동,LL,다이나믹,105,45,107,52
20232,11470540,목4동,LL,다이나믹,103,45,106,52
20231,11470540,목4동,LL,다이나믹,102,45,104,52
20233,11470550,목5동,LL,다이나믹,102,51,107,52
20232,11470550,목5동,LL,다이나믹,100,51,106,52
20231,11470550,목5동,LL,다이나믹,99,51,104,52
20233,11470560,신월1동,HL,상권축소,107,47,107,52
20232,11470560,신월1동,LL,다이나믹,106,46,106,52
20231,11470560,신월1동,HL,상권축소,105,46,104,52
20233,11470570,신월2동,LH,상권확장,106,53,107,52
20232,11470570,신월2동,LH,상권확장,103,53,106,52
20231,11470570,신월2동,LH,상권확장,103,53,104,52
20233,11470580,신월3동,HL,상권축소,122,50,107,52
20232,11470580,신월3동,HL,상권축소,119,50,106,52
20231,11470580,신월3동,HL,상권축소,117,49,104,52
20233,11470590,신월4동,HL,상권축소,109,50,107,52
20232,11470590,신월4동,HL,상권축소,107,49,106,52
20231,11470590,신월4동,HL,상권축소,105,49,104,52
20233,11470600,신월5동,LL,다이나믹,105,51,107,52
20232,11470600,신월5동,LL,다이나믹,103,51,106,52
20231,11470600,신월5동,LL,다이나믹,102,51,104,52
20233,11470610,신월6동,LH,상권확장,87,55,107,52
20232,11470610,신월6동,LH,상권확장,84,55,106,52
20231,11470610,신월6동,LH,상권확장,83,55,104,52
20233,11470611,신월7동,HL,상권축소,115,46,107,52
20232,11470611,신월7동,HL,상권축소,113,46,106,52
20231,11470611,신월7동,HL,상권축소,110,46,104,52
20233,11470620,신정1동,HL,상권축소,112,48,107,52
20232,11470620,신정1동,HL,상권축소,111,48,106,52
20231,11470620,신정1동,HL,상권축소,110,47,104,52
20233,11470630,신정2동,LL,다이나믹,100,50,107,52
20232,11470630,신정2동,LL,다이나믹,98,50,106,52
20231,11470630,신정2동,LL,다이나믹,97,50,104,52
20233,11470640,신정3동,LL,다이나믹,102,52,107,52
20232,11470640,신정3동,LL,다이나믹,100,52,106,52
20231,11470640,신정3동,LH,상권확장,97,52,104,52
20233,11500560,화곡3동,LL,다이나믹,95,48,107,52
20232,11500560,화곡3동,LL,다이나믹,93,48,106,52
20231,11500560,화곡3동,LL,다이나믹,92,48,104,52
20233,11500570,화곡4동,LL,다이나믹,102,48,107,52
20232,11500570,화곡4동,LL,다이나믹,102,48,106,52
20231,11500570,화곡4동,LL,다이나믹,101,48,104,52
